time,n_replica,cpu_req_core,mem_req_KB,cpu_lim_core,mem_lim_KB,cpu_use_core,mem_use_KB
1981.23,20,8.000,11264000,20,36700160,0.884863768,14817844
1986.53,20,8.000,11264000,20,36700160,0.875150615,14734112
1991.75,20,8.000,11264000,20,36700160,0.875150615,14734112
1997.1,20,8.000,11264000,20,36700160,0.875150615,14734112
2002.37,20,8.000,11264000,20,36700160,0.915890473,14780796
2007.69,20,8.000,11264000,20,36700160,0.915890473,14780796
2012.99,20,8.000,11264000,20,36700160,0.915890473,14780796
2018.28,20,8.000,11264000,20,36700160,0.941022663,14775908
2023.56,20,8.000,11264000,20,36700160,0.941022663,14775908
2028.82,20,8.000,11264000,20,36700160,0.941022663,14775908
2034.09,20,8.000,11264000,20,36700160,0.900890765,14779424
2039.44,20,8.000,11264000,20,36700160,0.900890765,14779424
2044.71,20,8.000,11264000,20,36700160,0.900890765,14779424
2049.95,20,8.000,11264000,20,36700160,0.885450988,14877492
2055.27,20,8.000,11264000,20,36700160,0.885450988,14877492
2060.54,20,8.000,11264000,20,36700160,0.885450988,14877492
2065.83,20,8.000,11264000,20,36700160,0.918206238,14950172
2071.07,20,8.000,11264000,20,36700160,0.918206238,14950172
2076.3,20,8.000,11264000,20,36700160,0.907809818,14917344
2081.6,20,8.000,11264000,20,36700160,0.907809818,14917344
2086.82,20,8.000,11264000,20,36700160,0.907809818,14917344
2092.06,20,8.000,11264000,20,36700160,0.898208025,14867544
2097.35,20,8.000,11264000,20,36700160,0.898208025,14867544
2102.59,20,8.000,11264000,20,36700160,0.898208025,14867544
2107.83,20,8.000,11264000,20,36700160,0.924907203,14750680
2113.16,20,8.000,11264000,20,36700160,0.924907203,14750680
2118.54,20,8.000,11264000,20,36700160,0.924907203,14750680
2123.81,20,8.000,11264000,20,36700160,0.922967285,14894680
2129.08,20,8.000,11264000,20,36700160,0.922967285,14894680
2134.32,20,8.000,11264000,20,36700160,0.922967285,14894680
2139.58,20,8.000,11264000,20,36700160,0.912552518,14845956
2144.9,5,2.000,2816000,5,9175040,0.320581111,3838232
2150.1,5,2.000,2816000,5,9175040,0.320581111,3838232
2155.35,5,2.000,2816000,5,9175040,0.350460617,3851572
2160.55,5,2.000,2816000,5,9175040,0.350460617,3851572
2165.76,5,2.000,2816000,5,9175040,0.371231511,3893476
2170.95,5,2.000,2816000,5,9175040,0.371231511,3893476
2176.16,5,2.000,2816000,5,9175040,0.371231511,3893476
2181.34,5,2.000,2816000,5,9175040,0.306927966,3921528
2186.55,5,2.000,2816000,5,9175040,0.306927966,3921528
2191.76,5,2.000,2816000,5,9175040,0.306927966,3921528
2197.01,5,2.000,2816000,5,9175040,0.341080628,3941920
2202.18,5,2.000,2816000,5,9175040,0.341080628,3941920
2207.37,5,2.000,2816000,5,9175040,0.341080628,3941920
2212.55,5,2.000,2816000,5,9175040,0.268170659,3952812
2217.75,5,2.000,2816000,5,9175040,0.268170659,3952812
2222.92,5,2.000,2816000,5,9175040,0.268170659,3952812
2228.09,5,2.000,2816000,5,9175040,0.299086619,3921720
2233.29,5,2.000,2816000,5,9175040,0.299086619,3921720
2238.55,5,2.000,2816000,5,9175040,0.299086619,3921720
2243.73,5,2.000,2816000,5,9175040,0.337645778,3880328
2248.88,5,2.000,2816000,5,9175040,0.337645778,3880328
2254.09,5,2.000,2816000,5,9175040,0.337645778,3880328
2259.31,5,2.000,2816000,5,9175040,0.316554232,3868720
2264.5,5,2.000,2816000,5,9175040,0.316554232,3868720
2269.72,5,2.000,2816000,5,9175040,0.316554232,3868720
2274.96,5,2.000,2816000,5,9175040,0.321466421,3917768
2280.15,5,2.000,2816000,5,9175040,0.321466421,3917768
2285.35,5,2.000,2816000,5,9175040,0.321466421,3917768
2290.54,5,2.000,2816000,5,9175040,0.328635941,3954744
2295.81,5,2.000,2816000,5,9175040,0.328635941,3954744
2301.02,5,2.000,2816000,5,9175040,0.298737334,3965676
2306.21,5,2.000,2816000,5,9175040,0.298737334,3965676
2311.4,5,2.000,2816000,5,9175040,0.298737334,3965676
2316.61,5,2.000,2816000,5,9175040,0.327496547,3846148
2321.77,5,2.000,2816000,5,9175040,0.327496547,3846148
2326.94,5,2.000,2816000,5,9175040,0.327496547,3846148
2332.16,5,2.000,2816000,5,9175040,0.281692873,3828628
